"","refshort","patch_type","diversity_index","q_order","diversity_value","sd","n_pairs","habitat_amount","number_patches"
"35","Arroyo_Rodriguez_2016","fragmented","beta","q = 0",1.37562557588685,0.104184383398671,9,57.4243,71
"36","Arroyo_Rodriguez_2016","fragmented","beta","q = 2",1.19725213424553,0.24340470812435,9,57.4243,71
"37","Banks_Leite_2009","continuous","alpha","q = 0",20.2763505064195,0.872489903555909,3,87.1646,4
"38","Banks_Leite_2009","continuous","alpha","q = 2",15.1543058480025,1.06525895457035,3,87.1646,4
"39","Banks_Leite_2009","continuous","gamma","q = 0",39.0085204955063,1.66927976391282,3,87.1646,4
"40","Banks_Leite_2009","continuous","gamma","q = 2",24.1403051950287,1.44863074229066,3,87.1646,4
"41","Banks_Leite_2009","continuous","beta","q = 0",1.92384327165563,0.0380400721133873,3,87.1646,4
"42","Banks_Leite_2009","continuous","beta","q = 2",1.59296674075049,0.0531323332847526,3,87.1646,4
"43","Banks_Leite_2009","fragmented","alpha","q = 0",19.7623887933825,1.95670573539811,14,40.2046,84
"44","Banks_Leite_2009","fragmented","alpha","q = 2",14.6165111608405,2.0627421439795,14,40.2046,84
"45","Banks_Leite_2009","fragmented","gamma","q = 0",38.0140661601544,3.23638048466029,14,40.2046,84
