refshort,taxon,fragment_id,plot_id,fragment_plot_comb,fragment_area,patch_type,latitude,longitude,control_cont_frag,sampling_design,sampling_effort,buffer,area_mn,pland,np,pd,enn_mn,ai,ed,lpi,para_mn,contig_mn
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,800,0.1755,0.4184,5,2.3834,282.534,33.3333,4.5783,0.2282,0.1251,0.0944
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1000,0.9176,2.261,8,2.4639,265.7838,81.0976,6.7861,1.7941,0.1047,0.2342
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1200,2.7024,8.727,15,3.2294,190.9455,85.1546,16.7243,5.6004,0.0916,0.3161
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1400,4.9991,15.8849,20,3.1775,134.1304,88.5832,24.3694,8.8996,0.0862,0.3519
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1600,7.7038,20.6836,22,2.6848,128.9805,90.4934,27.4408,11.5493,0.0902,0.3272
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1800,9.1324,25.5524,29,2.798,124.352,91.3523,29.9253,14.2351,0.0903,0.3255
Aizen_1994,Invertebrates,CON_L,1,CON_L_1,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,2000,14.6135,33.1938,29,2.2714,122.8201,92.1821,33.4758,17.3125,0.0893,0.3315
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,200,0,33.1938,0,0,0,0,0,0,0,0
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,400,0.2394,0.885,2,3.6968,606.51,57.1429,8.3542,0.7375,0.1133,0.1667
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,600,0.2128,0.5366,3,2.5216,239.834,40,5.6983,0.4024,0.1259,0.1019
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,800,0.1755,0.4184,5,2.3834,282.534,33.3333,4.5783,0.2282,0.1251,0.0944
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1000,0.9176,2.261,8,2.4639,265.7838,81.0976,6.7861,1.7941,0.1047,0.2342
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1200,2.7024,8.727,15,3.2294,190.9455,85.1546,16.7243,5.6004,0.0916,0.3161
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1400,4.9991,15.8849,20,3.1775,134.1304,88.5832,24.3694,8.8996,0.0862,0.3519
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1600,7.7038,20.6836,22,2.6848,128.9805,90.4934,27.4408,11.5493,0.0902,0.3272
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1800,9.1324,25.5524,29,2.798,124.352,91.3523,29.9253,14.2351,0.0903,0.3255
Aizen_1994,Invertebrates,CON_L,2,CON_L_2,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,2000,14.6135,33.1938,29,2.2714,122.8201,92.1821,33.4758,17.3125,0.0893,0.3315
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,200,0,33.1938,0,0,0,0,0,0,0,0
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,400,0.2394,0.885,2,3.6968,606.51,57.1429,8.3542,0.7375,0.1133,0.1667
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,600,0.2128,0.5366,3,2.5216,239.834,40,5.6983,0.4024,0.1259,0.1019
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,800,0.1755,0.4184,5,2.3834,282.534,33.3333,4.5783,0.2282,0.1251,0.0944
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1000,0.9176,2.261,8,2.4639,265.7838,81.0976,6.7861,1.7941,0.1047,0.2342
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1200,2.7024,8.727,15,3.2294,190.9455,85.1546,16.7243,5.6004,0.0916,0.3161
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1400,4.9991,15.8849,20,3.1775,134.1304,88.5832,24.3694,8.8996,0.0862,0.3519
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1600,7.7038,20.6836,22,2.6848,128.9805,90.4934,27.4408,11.5493,0.0902,0.3272
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,1800,9.1324,25.5524,29,2.798,124.352,91.3523,29.9253,14.2351,0.0903,0.3255
Aizen_1994,Invertebrates,CON_L,3,CON_L_3,3.2,fragmented,-26.572663,-65.270481,yes,standardized_fragment,1,2000,14.6135,33.1938,29,2.2714,122.8201,92.1821,33.4758,17.3125,0.0893,0.3315
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,200,0,33.1938,0,0,0,0,0,0,0,0
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,400,0.7979,2.9895,2,3.7465,508.4638,90.3226,7.9374,2.8401,0.0894,0.3465
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,600,3.112,10.5548,4,3.3916,180.8263,90.5923,15.0896,9.6752,0.0793,0.3967
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,800,9.4956,18.3077,4,1.928,539.8513,94.8238,16.0665,18.1154,0.0975,0.2942
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1000,10.1681,22.0193,7,2.1655,163.6778,94.4896,20.6235,21.649,0.1061,0.2359
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1200,11.6181,25.0301,10,2.1544,168.5904,94.6032,21.5435,24.5144,0.0994,0.2675
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1400,15.4149,26.9021,11,1.7452,184.2932,95.4535,18.9127,26.2058,0.0914,0.3224
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1600,12.847,29.7019,19,2.312,168.7137,94.3233,24.233,27.7697,0.0885,0.3404
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1800,12.7731,33.2385,27,2.6022,119.1205,93.1391,31.6355,28.6472,0.0927,0.3072
Aizen_1994,Invertebrates,CON_S,1,CON_S_1,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,2000,15.9829,37.5164,30,2.3473,114.7654,93.1715,35.6947,31.5415,0.0935,0.3006
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,200,0,37.5164,0,0,0,0,0,0,0,0
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,400,0.7979,2.9895,2,3.7465,508.4638,90.3226,7.9374,2.8401,0.0894,0.3465
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,600,3.112,10.5548,4,3.3916,180.8263,90.5923,15.0896,9.6752,0.0793,0.3967
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,800,9.4956,18.3077,4,1.928,539.8513,94.8238,16.0665,18.1154,0.0975,0.2942
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1000,10.1681,22.0193,7,2.1655,163.6778,94.4896,20.6235,21.649,0.1061,0.2359
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1200,11.6181,25.0301,10,2.1544,168.5904,94.6032,21.5435,24.5144,0.0994,0.2675
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1400,15.4149,26.9021,11,1.7452,184.2932,95.4535,18.9127,26.2058,0.0914,0.3224
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1600,12.847,29.7019,19,2.312,168.7137,94.3233,24.233,27.7697,0.0885,0.3404
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,1800,12.7731,33.2385,27,2.6022,119.1205,93.1391,31.6355,28.6472,0.0927,0.3072
Aizen_1994,Invertebrates,CON_S,2,CON_S_2,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,2000,15.9829,37.5164,30,2.3473,114.7654,93.1715,35.6947,31.5415,0.0935,0.3006
Aizen_1994,Invertebrates,CON_S,3,CON_S_3,0.6,fragmented,-26.571326,-65.275725,yes,standardized_fragment,1,200,0,37.5164,0,0,0,0,0,0,0,0
